userId,review,평점,bookId
nu*****,초등학생에게는 너무 쉽고 유치원 적절,7.5,S000212302880
al****,초등 아이에게 어떻게 조언을 해야할지 막막한데 이런 책을 함께 읽으면서 내면화 되길 바래봅니다.,10.0,S000212302880
ji*******,아이가 매일 읽어요 좋아합니다,10.0,S000212302880
sa*******,내용도좋고그림도이뻐서너무맘에듭니다,10.0,S000212302880
be****,초등학교 입학한 아이에게 읽어줬습니다. 관계에 대해 생각해보고 함께 이야기 나눌 수 있는 기회를 가질 수 있어서 좋았어요.,7.5,S000212302880
ka****,유치원에 다니고 있는 아이가 무례하고 얌체같은 친구들에게 상처받지 않고 대응할 수 있었으면 해서 구입했습니다. 글자수가 적어서 아이가 직접 읽기에도 무리가 없습니다.,10.0,S000212302880
tw********,"자신의 마음을 불편하게 하는 친구에게 어떻게 대응해야 하는지, 또 자신의 마음을 지키는 것에 대한 책이에요. 아이와 이야기 나눠볼 수 있어 좋습니다.",10.0,S000212302880
ys******,좋아요 근데 44개월이 읽기엔 다소 좀 어렵습니다,10.0,S000212302880
ba*****,"어린이집, 유치원 다닐 때 잘 지내다가도 갑자기 무례하게 대하는 친구때문에 속상해 하는 아이가 복수를 다짐하는 걸 봤습니다 그러면 안 된다고 아이 엄마가 타일러도 말을 듣지 않더군요 그럴 때 이 책이 참으로 도움되겠다 싶었어요. 아이들에게 무례한 친ㄴ구에게 어떻게 대하면 좋을지 친절하게 알려주는 가이드 같은 책입니다. 효과 있어요~ : )",10.0,S000212302880
le*******,아이에게 도움 될 것 같아서 구입했어요.,10.0,S000212302880
ty*****,잘 읽었어요.도움많이 되었습니다.,10.0,S000212302880
kl****,아이 친구 관계에 있어 도움이 되어 좋네요~~^^,10.0,S000212302880
da********,빠르고 정확한 배송 안전하게 잘 받았습니다유익해교,10.0,S000212302880
dk******,학교 들어간 어린이가 읽기에 딱 좋아요,10.0,S000212302880
le******************,아이에게 필요할거 같아 사줬어요,10.0,S000212302880
pa*******,유익하고도움이됩니다,10.0,S000212302880
me********,아이가 좋아하네요,10.0,S000212302880
ju*****,아이한테 읽어주려고 샀어요,10.0,S000212302880
cs*****,책 선물로 주었습니다.,10.0,S000212302880
ji********,아이가 좋아해요..,10.0,S000212302880
be********,내용이 생각보다 짧은데 유치원 생들 읽기 좋아요,10.0,S000212302880
mi****,친구관계에 대해 이해하기 쉬워요,10.0,S000212302880
ka****,아이한테 너무 유익한 내용이에요,10.0,S000212302880
px******,무례한 친구에게 내아이를 지키기위해,10.0,S000212302880
da*******,아이들에게 알려 줄 수 있어요.,10.0,S000212302880
ch******,초등입학생에게 선물해주었습니다. 어렵지않게 이해할 수 있어서 매우 좋습니다.,10.0,S000212302880
js*****,교육삼아 구입했어요,10.0,S000212302880
jo****,아이뿐 아니라 어른에게도 좋아요,10.0,S000212302880
mi****,"초1 조용하고 내성적인 성격이라 도움되라고 주문했어요 글밥과 내용은 쉬워서 금방 읽었는데 초2,3정도가 관계에 대해 이해하기 쉬울것 같아요",10.0,S000212302880
nj****,아이랑 함께 읽기 좋은책이에요,10.0,S000212302880
ki********,아이와 함께 읽기 좋습니다,10.0,S000212302880
mi****,초1 친구관계 낯설어해서 읽어줬는데 도움이 많이 되었어요,10.0,S000212302880
hi*******,아이가 읽으면 좋을 책이네요.,10.0,S000212302880
ir********,도움되는 책 실생활애 적용,10.0,S000212302880
to*****,아이가 주의깊게 잘 읽고 여러번 반복독서할 정도로 호감을 드러내네요.,10.0,S000212302880
ja*****,쉽게 설명되는 느낌의 챗 좋습니다,10.0,S000212302880
oh*******,아이와 읽고 이야기 나누기에 좋아요~~^^,10.0,S000212302880
sj*****,친구들과의 관계에 도움이 되요,10.0,S000212302880
gk*****,입학하고 짝궁때문에 힘들어하는 아이를 위해서 구매 했어요. 재미있어하고 여러번 읽네요,10.0,S000212302880
da*******,아이가 곰곰 생각하면서 진지하게 여러번 읽었습니다. 유치원 생활에 도움이 많이 될것 같아요.,10.0,S000212302880
so******,한번 정도 읽어볼 만해여. 이야기 인듯 아닌듯 해서 재미있어 하진 않아요. 친구관계 힘들어 하면 읽어보는 것도 괜찮을 것 같지만 저희 딸은 계속 읽어달라는 말은 없네요 ㅎㅎ,7.5,S000212302880
pi****************,친구들과 사이에서 선긋기 ~경계에 대해서 설명해주네요~ 유익해요,10.0,S000212302880
hi*******,정말 좋은 책이네요.,10.0,S000212302880
sn********,아이 새로운 학년 올라가서 구매했어요한번쯤 읽어볼 만한 책입니다,10.0,S000212302880
19****************,새로운 친구들을 만나는 새학기 3월에 읽기 좋은 책입니다.,10.0,S000212302880
th*******,아이에게 필요한 책인거 같아요,10.0,S000212302880
lo*****,초둥학교 1학년 들어가서 도움되길 바라는 마음에 사줬어요.,10.0,S000212302880
su*******,새학기새친구사귀는아들딸에게선물했어요내용이좋네요,10.0,S000212302880
zx***,힘들 수 있는 상황을 참으로 따뜻하게 그리고 용기있고 단호하게 풀어낸 힘이 놀랍네요~ 아이에게도 제게도 좋은 내용입니다♡,10.0,S000212302880
79*******,유치원 아이가 읽기 좋아요.,10.0,S000212302880
ye****,"6세 유치원 시작때,읽어주니 유익하고 도움되었어요^^추천해요.",10.0,S000212302880
ye****,"6세 유치원 새학기 시작때 읽어주니,좋네요!^^ 가끔씩 계속 읽어줄생각입니다.~~~~친구들과의 관계 설정시 어찌하는지..책읽으면서 배우게됩니다.",10.0,S000212302880
he*****,흥미로운 제목...  잘읽어보겠습니다,10.0,S000212302880
jm*****************,생활에 바로 적용하기에 좋습니다.,10.0,S000212302880
ki*****,7세 아이 선물로 사줬어요 잘 읽어요,10.0,S000212302880
sy********,초등학교 입학한 아이에게 친구 관계를 어려워 하지 않도록 도와주고 싶어서 사줬어요. 도움이 되도록 계속 읽어주고싶네요,10.0,S000212302880
th*******,이번에 초등학교 들어가면서 읽으면 좋을꺼 같아서 사줬는데 좋아하네요,10.0,S000212302880
he*******,빠른 배송에 감사드리고 요즘 유아들과 함께할 시간이 많아져서 교육적으로 필요한 부분이 있을 것 같아서 구매했는데 도움이 많이 될 것 같습니다.,10.0,S000212302880
il********,아이가 잘읽었어요,7.5,S000212302880
12****,아주 좋아요.,10.0,S000212302880
12****,책내용 좋아요 친구아이꺼까지 추가주문했어요,10.0,S000212302880
ac*******,아이들과 읽기 유익합니다,10.0,S000212302880
ye****,아마존 유명한 책이라고하여...구매했습니다.!!^^ 어른책인줄알았는데..짧게 동화형식의 책이었어요~~~~내용 좋아요,10.0,S000212302880
be****,몇 달 뒤에 아이랑 처음으로 알사탕 뮤지컬 보러 가고 싶어서 책을 구매했습니다. 33개월 아이가 이해할 수 있을까 걱정하면서 샀는데요. 아이가 너무 좋아합니다. 아이가 이 정도 내용을 이해할 수 있다는 거에 놀랐네요.^^,10.0,S000212754158
de****,아이가 도서관에서 빌린 책을 매우 좋아해서 구매하게 되었어요~ 백희나 선생님 책은 매일 읽어도 좋아해요^^,10.0,S000212754158
ha***,지인 선물용으로 구입했습니다. 좋아하니 저도 만족합니다.,10.0,S000212754158
na*****,배송도 빠르고 아이가 좋아해요,10.0,S000212754158
mo*******,자신의 마음을 드러내게 된 주인공 동동이를 응원하게 됩니다.,10.0,S000212754158
st*****,아이들이 흥미로워해요,10.0,S000212754158
ba*****,좋아요 추천합니다.,10.0,S000212754158
ic******,재미있게 잘 보았습니다,10.0,S000212754158
ka******,극장판 애니보기 전에 미리 구매합니다.,10.0,S000212754158
ha*******,백희나 작가의 작품 수집중^^나이가 들수록 그림책을 마주하면 마음이 편해지고 즐거워져요.,10.0,S000212754158
ji*****,알사탕을 먹을때마다 펼쳐지는 마법같은 이야기에 장면장면마다 가슴이 뭉클했습니다^^♡,10.0,S000212754158
da******,아이가 너무 좋아했어요. 재밋습니다,10.0,S000212754158
su******,유명한 도서라 구매했어요~ 재밌어요,10.0,S000212754158
hy********,아이가 좋아해요^^,10.0,S000212754158
pe****************,이 책은 아이가 너무 너무 좋아해요,10.0,S000212754158
gg*******,아이가 좋아고 재미잇네요,10.0,S000212754158
sc****,백희나 작가의 책 중 손 꼽히는 명작. 아이가 정말 좋아합니다,10.0,S000212754158
la**************,첫번째 사준책을 찢어지도록 읽어대서 두번째 구매함.이런 책은 처음.,10.0,S000212754158
sa*****,재미있게 잘 읽었습니다 감사합니다,10.0,S000212754158
ju********,"완벽한 함축과 긴장감, 감동을 모두 갖춘 책.어린이 말고도 어른이 읽어도 감동적이다.",10.0,S000212754158
el******,너무 좋아하는 책이에요,10.0,S000212754158
n2*****,너무 예쁘고 재미나요!내나이 ??,10.0,S000212754158
n2*****,책이 너무 이뻐요내용도 재미있어 소장각으로,10.0,S000212754158
l0*******,조카가 정말 좋아하는 책이에요,10.0,S000212754158
wj********,감성가득 예쁜책 내용도 좋아요ㅎㅎ,10.0,S000212754158
84********,아주 잘 보았습니다.,10.0,S000212754158
hi******,아이가 너무 좋아하는 책이라 사줬습니다^^,10.0,S000212754158
ha*******,아이가 좋아하고 잘 읽습니다,10.0,S000212754158
so*****,제 딸들이 백희나 작가 책 너무 좋아해서 조카 생일선물로 구매했습니다 어른이  봐도 너무 재미있는거 같아요  추천합니다 !,10.0,S000212754158
wo******,맘이 따뜻해기도 하고 먹먹해지기도 하고 할머니도 보고싶고..,10.0,S000212754158
ho*****,아이가 굉장히 좋아라해요,10.0,S000212754158
au*****************,너무 유명하죠 10웡에 뮤지컬보러가용~~ 백희나작가 뮤지컬 강추입니다 장수탕선녀님 단연 최고!,10.0,S000212754158
or********,재밌게 보겠습니다!,10.0,S000212754158
ar*******,그림체가 예뻐서 힐링돼요,7.5,S000212754158
js******,아이가 좋아해요 백희나 작가님의작품 ㅎ,10.0,S000212754158
mi*******,"아이 책 읽어주다가 제가 울었어요🥹 알사탕 먹고싶어요. 따뜻한 마음을 가졌는데 표현이 서툰 그사람 마음의 목소리, 그리운 사람의 목소리 듣고싶습니다.리뷰 적다가 눈물이.. 저좀 울고올게요🥹",10.0,S000212754158
lo********,처음사봤는데 아이가 재밌게 잘보내요내용도 재밌어요,10.0,S000212754158
le******,수십번을 읽어도 재밌나봐요 뮤지컬도 재밌어요,10.0,S000212754158
th*********,백희나 작가님의 최고 작품 아닐까 싶어요. 이책으로 팬 되어 책 모아가는 중입니다,10.0,S000212754158
mt*****,선물하려고 구매했어요 아이에게 좋은 책 미리 읽어주게하려고 선물했어요.,10.0,S000212754158
im*******,더 예뻐졌네요 챋이,10.0,S000212754158
ek******,따뜻한 이야기입니다,10.0,S000212754158
co****,애이가좋아해요,10.0,S000212754158
ck****,아이랑 함께 읽는데 어떤 장면에선 눈물이 핑 돌기도 하고 재미와 감동이 다 있어 좋았어요.,10.0,S000212754158
ah*****,책 잘 읽겠습니다. 감사합니다~!,10.0,S000212754158
mt*****,어른도 유익한책!뭉클합니다,10.0,S000212754158
li*******,딸 아이가 좋아합니다,10.0,S000212754158
in******,감동이 느껴지는 따뜻한 동화책,10.0,S000212754158
qh*****,내용이 좋아서 소장용으로 구매했어요,10.0,S000212754158
dr*****,도서관에서 몇번을 읽어도 좋아해서 구매했습니다,10.0,S000212754158
wi******,재밌게 잘 읽었어요,10.0,S000212754158
rc*****,재미있는 이야기네요,10.0,S000212754158
cs*****,책 선물로 주었습니다.,10.0,S000212754158
na***,아이들이 좋아해요~,10.0,S000212754158
pa*******,그림도 귀엽고 내용도 사랑스럽고,10.0,S000212754158
pa********,읽고나서 가슴이 뭉클했어요.,10.0,S000212754158
ic****,도서관에서 빌렸는데 너무 좋아해서 구입했어요. 리뉴얼된 책이 띠지(?)형식으로 표지가 들어있는게 조금 불편하긴 해요.  동화책이라 깔끔하게 관리하기가 쉽지 않아 떼어 놓고 봅니다.,7.5,S000212754158
db*******,백희나 작가님 책 읽어보려고 샀어요. 굿,10.0,S000212754158
rm*****,다큰성인인데 구매했어요.내용이 좋아서 6살 조카한테 빌려줬어요.,10.0,S000212461447
yj*****,도움되는 책입니다.,10.0,S000212461447
ss******,감정공부는 아무리 늦어도 늦는 게 아닙니다. 어려서부터 공부하기위해 좋은 책. 다만 어려운 단어에 대한아이들 수준의 설명이 없믄 건 아쉬움,10.0,S000212461447
la*****,저의 감정을 하나하나 들여다보게 됩니다.,10.0,S000212461447
ra********,감정들을 설명하는 재미있는 책입니다어른 어린이 모두 한번쯤 읽어보면 좋을듯한 내용이네요~,10.0,S000212461447
0o********,"감정에 대한 동화, 감정표현을 할 수 있도록 도움이 되었으면 합니다",10.0,S000212461447
ek*******,유아기 감정에 대해 많이 공유할 수 있어요,10.0,S000212461447
as****,조카 방학선물로 구매했는데 방학기간 내내 하루에 두번 이상씩 보더라구요~ 요즘도 저희집에 놀러오면 이책부터 찾을정도로 재밌어 합니다 추천해요^^,10.0,S000212461447
li********,아이와 함께 보기 좋은 책,10.0,S000212461447
su******,재밌고 유익합니다. 추천합니다.,10.0,S000212461447
sj*******,"독자가 생각을 더 많이하게 하는 책이라기 보단, 작가의 설명이 많은 책이에요. 번역이 그럴 수도 있고..",10.0,S000212461447
jj*******,감정 호텔 좋은 호텔,10.0,S000212461447
dd******,아이와 함께 읽으려고 구매했어요. 감정에 대해 이야기 나눌 수 있고 엄마도한테도 아이한테도 너무 좋은 책입니다!,10.0,S000212461447
da*****,사람들이 다들 좋아하는 책이고 한번쯤 생각하게 되는 팩,10.0,S000212461447
le******,자녀 교육에 좋아여!!,10.0,S000212461447
di********,어른이 봐도 좋은 도서,10.0,S000212461447
so******,감정에 대한것들을 책으로 읽어주니 좋아했습니다,7.5,S000212461447
fo*******,아이뿐만이 아니라 어른들도 감정에 대해 생각하게 하는 책이에요.,10.0,S000212461447
ha*****,잔잔한 어른에게도 좋은 그림책!,10.0,S000212461447
re*****,아이가 자주 보네요 재밌다고 합니당^^,10.0,S000212461447
je*******,다양한 감정의 방을 통해 인간 내면을 섬세하게 탐구하는 독창적이고 매력적인 이야기입니다,10.0,S000212461447
db*****,"마음과 감정을 ""호텔""에 상징적으로 잘 표현했어요. 어른에게도 추천해요.",10.0,S000212461447
su******************,그림도 예쁘고 감정에 대한 설명이 좋아요,10.0,S000212461447
le*****,그림책이 이렇게 인간의 심리와 감정을 다 담아내면서도 나를 고스란히 안아주고 위로해줄수 있다니 너무 행복한 경험을 했습니다. 최고의 책 입니다.,10.0,S000212461447
un****,아아들에게 유익한거같아요,10.0,S000212461447
pe********,아이에게 읽어주기 좋아요,10.0,S000212461447
tj*******,어른이 읽어도 좋아요,10.0,S000212461447
yt******,좋은 가격으로 잘 샀어요.그림체도 귀엽고 너무 마음에 드는 책입니다.,10.0,S000212461447
yj*******,좋은 선물이 되었어요 감사해요,10.0,S000212461447
sn********,인사이더아웃이랑 비슷한 감정,10.0,S000212461447
pe********,정말 따뜻하고 좋은책이에요,10.0,S000212461447
ah*****,잘 읽었습니다. 좋은 책 감사합니다.,10.0,S000212461447
il*******,아동들에게 유익한 책이라고 생각됩니다.,10.0,S000212461447
so******,아이가 잘 읽어요!!!,10.0,S000212461447
jt******,아이가 읽긴 조금 어렵지만 자꾸 읽으면 읽을수록 빠져드네요!!,10.0,S000212461447
yh*****,감정에 대해 그림책 중에 가장 좋은 것 같아요.,10.0,S000212461447
g7***,그림체도이쁘고 제목도 멋져서 관심이가던중랭킹도 높아서 구매하게됐는데솔직히 기대만큼은 아니네요유치부용이라기엔단어들이 꽤 어려운감이있고초등저학년이 읽기엔 글밥이 작아서여러번읽을 수 있을까싶어요상상력에는 점수를 주고싶어요,5.0,S000212461447
hs******,어떤 내용일지 제목부터 관심을 가지고 보았어요. 읽으면서 자꾸 설명도 해주네요.,10.0,S000212461447
jj*****,아이랑 읽어보려고 샀어요~읽어주다보니 저도 뭔가 마음이 평온해지네요~,10.0,S000212461447
cr********,엄마도 아이도 넘 좋아해요,10.0,S000212461447
el******,재미있게 잘 봤어요,10.0,S000212461447
pl********,아이가 이해하기는 아직 어리지만 엄마랑 같이 보기 좋은책인것 같습니다.,10.0,S000212461447
hy***,감정을 잘 다룬 동화입니다,10.0,S000212461447
hs****,너무 좋은 책이에요.,10.0,S000212461447
ki*******,아이가 짜증이 늘어나서 구입했어요,10.0,S000212461447
he******,감정을 다양하게 배울수 있어서 좋아요,10.0,S000212461447
ko*****,감정표현이 서툰 아이나 어른이 봐도 좋은 책입니다.,7.5,S000212461447
ir******,시간과 정성을 들여 나의 내면을 살펴보는 일이 정말 중요함을 느낍니다.,10.0,S000212461447
ir******,장바구니에 담아두었다가 인사이드아웃2를 관람하고 와서 바로 주문했어요,10.0,S000212461447
fi*****,좋아하는 책입니다.,10.0,S000212461447
ba*****,재밌습니다. 어른이 읽기에도. ㅎㅎㅎㅎㅎ아이에게 선물했는데 좋아라 하며 재미있게 읽네요. ㅎㅎㅎㅎㅎㅎ,10.0,S000212461447
da********,빠르고 정확한 배송 안전하게 잘 받았습니다잘 읽을게요,10.0,S000212461447
su*****,추천받아서 샀습니다 ^^,10.0,S000212461447
ve****,읽고나면 마음의 힘을 얻어요. 정말 좋은 책입니다.,10.0,S000212461447
si***,유익하고 좋습니다 ㅎㅎ,10.0,S000212461447
ha*********,좋아서 샀습니다 구매했어용,10.0,S000212461447
lo*****,아이가 좋다고 계속 읽어요!,10.0,S000212461447
ra********,아이들과 읽고 이야기 나누기 좋았어요. 그림체도 예쁘고 좋은 책입니다.,10.0,S000212461447
yh*****,여러 가지 감정들의 특징을 호텔 방으로 표현하고 감정의 주인을 호텔 지배인으로 나타낸 아이디어가 참 기발합니다.,10.0,S000212461447
cs*****,책 선물로 주었습니다.,10.0,S000212461447
ne*******,작가 첫작품인데도 어떻게 이렇게 통찰이 있을까요? 그래서 작가를 하나봐요,10.0,S000212461447
ad***,6살 아이가 너무 좋아해요!! 좀 어려워하긴 해도 내용이 재밌어서 그런지 매일 매일 읽어달라고 하네요..정말 추천해요 ^^,10.0,S000212461447
fr*******,좋아요좋아요좋아요좋아요,10.0,S000212461447
to******,교보 추천으로 샀는데 좋아요. 계속 읽어주면 좋을 것 같아요. 어른이 보기에도 좋거든요.,10.0,S000212461447
so******,아주 잘 이해하진 못하지만 천천히 생각할 시간을 주고 설명도 같이 해주며 읽어줘야 할 책입니다. 하지만 그림과 여러가지 감정의 단어들을 굉장히 흥미있어하고 재미있어하며 계속 읽어달라고 합니다. 글씨를 알지만 아직 초1이라 글자를 읽어내기 바쁘다보니 혼자 읽기는 무리가 있어서 읽어주는데 학교가서도 본다고 가져갔네요~ 초1 딸아이 정말 좋아합니다.,10.0,S000212461447
pi****************,아이의 감정을 잘 표현해줍니다~유익해요,10.0,S000212461447
nh*******,잘 읽었습니다. 유익하네요,10.0,S000212461447
lw****,아이들한테 유익해요,10.0,S000212461447
ti*******,모호한 감정에 대해 아이들과 이야기 할 수 동화책이에요,10.0,S000212461447
rn*******,아이가 좋아해요 잘봤어요,10.0,S000001034384
ch*****,아이가 100층 짜리집 시리즈를 너무 좋아하는데 바다 시리즈도 역시나 좋아하네요 ㅎㅎ 잘 읽어주고있어요!,10.0,S000001034384
yu*****,아이가 좋아해서 샀어요 다음주 콘서트도 갈 예정이라 자주 읽어주고 있어요 ㅎㅎ,10.0,S000001034384
ma*******,시리즈가 나올때마다 소장하고 싶게 만드는 삽화에요.,10.0,S000001034384
pp****,너무 좋아해요. 시리즈 중에 바다 100층을 제일 재밌게 보내요,10.0,S000001034384
ye******,아이가 정말 좋아해요작가분 상상력 최고네요,10.0,S000001034384
zu*****,100층짜리ㅜ시리즈 중 하나로 대표적인 책좋아하고 여러ㅜ바댜ㅜ생물을 잘 봅니대,10.0,S000001034384
an********************,하늘보다 더 재밌네요 ㅎㅎ,10.0,S000001034384
ry****,아이가 너무 재미있어해요.,10.0,S000001034384
hg*****,좋아하는 시리즈에요,10.0,S000001034384
ma*****,100층짜리집 시리즈 아이가 좋아해요,10.0,S000001034384
ar******************,아이가 유치원에서 보고 와서 재밌다고 사달라고 해서 사줬어요.여름에 요거 뮤지컬도 있다고 해서 기대 중이에요.역시 유명한 책들은 이유가 있나봐요 ♡,10.0,S000001034384
sa*****,재미있게 잘 읽었습니다 감사합니다,10.0,S000001034384
li******,도서관에서 읽어봤는데 재밌어서 꼭 사고싶어 했어요.  다른 시리즈는 마음에 들지않고 바다 편만 좋아해요.,10.0,S000001034384
my***,아이가 좋아해요 ~,10.0,S000001034384
ky*****,100층짜리 시리즈는 이쁘고 신기합니다,10.0,S000001034384
ca******,유치원 친구들이 많이 갖고 있다고 해서 구매해줬어요,10.0,S000001034384
49****,아이가 좋아합니당,10.0,S000001034384
tj*******,바다가 가장 재밌어서 소장하려고 구매해요,10.0,S000001034384
de********,아이들이 100층 짜리 시리즈 너무 좋아해요,10.0,S000001034384
ck******,아이가 좋아하면 좋겠어요,10.0,S000001034384
tp*****,한권씩 읽고 시리즈 정복중이에요^^,10.0,S000001034384
jt******,아이가 엄청 재밋어하네요!!,10.0,S000001034384
th*******,유명한 100층짜리 시리즈라 구매했습니다. 26개월 아이에게는 너무 빠른 것 같아요. 관심없어해서 더 크며 읽어주려구요.,10.0,S000001034384
hm****,유치원에서 봤다고 사달라고 한 첫 책이예요,10.0,S000001034384
hj********,시리즈 중에 가장 으뜸으로 꼽습니다!,10.0,S000001034384
fe***,아기가 좋아합니다 추천해요,10.0,S000001034384
js******,지하 백층짜리집 읽고 좋아해서 추가 구매했어요 마음에 듭니다.,10.0,S000001034384
ch****************,아이가직접고른책이라좋아해요,10.0,S000001034384
ds*****,"100층 시리즈인데요, 미취학 아동이 있으신 집에서는 한번쯤 아이와 함께 읽어주세요~ 정말 재미있어요^^",10.0,S000001034384
fr*****,뮤지컬 보려고 미리 예습,10.0,S000001034384
sh********,아이와 함께 바다 100층짜리 집 뮤지컬 보러 가기 전에 읽고 갔어요.책 한 페이지에도 볼거리가 많고 이야기 나눌 거리가 많아서 엄청 좋아해요2주 째 잠자리 도서로 읽는 중입니다... ㅎㅎㅎ,10.0,S000001034384
ra********,"아이가 100층집 시리즈를 너무 좋아해요. 기발한 아아이디어와 예쁜 그림, 동심이 돋보입니다. 책껍데기 광고보고 뮤지컬 본다고 졸라서 멀리까지 갈 예정이에요.",10.0,S000001034384
wh******,아이랑 오늘 교보문고 가서 책 구경하다가 아이가 고른건데 정말 재밌다고 하네요^^어떤 내용인지 저도 궁금해서 읽었는데 흥미롭고 재미있었어요^^^^,10.0,S000001034384
ck****,아이가 재밌어하네요. 뮤지컬 공연도 있던데 책 읽고 함께 보면 좋을 것 같아요.,10.0,S000001034384
le********,아이가 너무 좋아하네요 ^^,10.0,S000001034384
do********,신기하고 재밌어요,10.0,S000001034384
do*******,유치원생 아들이 좋아해서 골라 사주는 중이에요.  집에 들어오는 세 번째 100층책이네요.,10.0,S000001034384
lu******,아이가 좋아해요..,10.0,S000001034384
he*******,처음 볼땐 관심없더니 두번째 볼때는 그림 하나하나 살펴보며 좋아하네요,10.0,S000001034384
ve********,아이와 함께 읽기 좋아요,10.0,S000001034384
cy********,아이가 100층짜리집 좋아해요:),10.0,S000001034384
lo******,깊고 깊은 바닷속 이야기♡ 아이가 좋아해요,10.0,S000001034384
hy******,구성이 좋고 아이가 좋아해요~,10.0,S000001034384
ji*******,아이가 좋아해요~~,10.0,S000001034384
oh*******,지하100층집을 아이가 재밌게 잘 읽어사 바다100층집도 구매했어요 ㅎ 아이가 재밌게 잘 읽고 좋아해요^^,10.0,S000001034384
du******,조카에게 주려고 샀습니다.,10.0,S000001034384
ya*********,아이가 좋아하네요,10.0,S000001034384
sw*******,바다동물 특히 고래를 좋아하는데 바다 100층만 없어서 샀어요. 받자마자 3번 읽어줬어요,10.0,S000001034384
to****,시리즈 다 가지고 있어서 바다도 구매합니다,10.0,S000001034384
pi*****,숲속 100층짜리 집을 재미있게 봐서 바다 100층짜리 집도 사 보았어요. 층마다 다양한 생물과 다양한 모습들이 연출되어 있어서 아이가 흥미있게 봐요. 다음 층에는 어떤 생물이 나올까 맞추는 것도 소소한 재미랍니다.,10.0,S000001034384
ho*****,아이가 너무 좋아해요,10.0,S000001034384
vn*******,작가의 상상이 재밌어요~ 그림 하나하나가 소중하네요^^,10.0,S000001034384
ge******,아이가 사고 싶다고 해서 샀어요~,7.5,S000001034384
de******,아이가 정말 좋아하네요,10.0,S000001034384
wk********,아이가 좋아하네요 ~~,10.0,S000001034384
kw******,재미있다고 해서 시리즈를 샀어요~,10.0,S000001034384
sj*****,아이 책으로 유명해서 망설임없이 주문했는데 아이도 너무 좋아하고 대만족입니다!!^^,10.0,S000001034384
vc******,이번 편은 인형의 모험인데. 떨어트린 물건 찾는게 쏠쏠한 재미여요,10.0,S000001034384
sk********,아이가 너무 좋아해요 시리즈 모두 정독 구매입니다.,10.0,S000001034384
sp*******,아이가 좋아합니다.,10.0,S000001034384
ju******,아이들이 너무 좋아해요 그림도 세밀하고 정교하네요 다른 시리즈도 사보려구요!,10.0,S000001034384
wo******,잘 보고 있습니다~^^,10.0,S000001034384
sm*******,아이가 정말 좋아해요100층짜리 시리즈 좋아해서이번에는 아이가 선택해서바다 100층으로 골랐어요잘 읽을게요,10.0,S000001034384
cj******,애들이 많이 좋아해요,10.0,S000001034384
ha*******,아이가 재미있어 하네요.,10.0,S000001034384
ah*****,아이들이 정말 좋아하는 책..,10.0,S000001034384
cy******,아이가 참 좋아하네요 ^^,10.0,S000001034384
kp*******,왜 유명한지 알겠어요,10.0,S000001034384
ji*******,언제나 재미있는 100층집 시리즈,10.0,S000001034384
js****,아이가 너무 좋아하네요,10.0,S000001034384
ju*****,그림이 너무 예쁘고 상상력이 훌륭해요,10.0,S000001034384
le********,조카 선물로 선택해서 파손되지않은 상태로 잘 부탁드렸더니이번에는 깨끗한 도서로 받았습니다. 택배상자가 찌그러져있었지만 도서는 이상없어서 안심했네요,10.0,S000001034384
un****,아이가 조금 더 크면좋아할거같아요그림이 독특해서 아이창의성에 도움은 될거같은데내용은 별로없는거같네요,2.5,S000001034384
yo********,좋아하는 책입니다. 유용하고 그림의 디테일과 퀄리티가 창의적이에요.,10.0,S000001034384
ls*****,아이가 직접 고르고 재밌게 읽고 있어요,10.0,S000001034384
ga********,조카가 좋아해요.100층 시리즈 모두 재미있게 읽고 있어요,7.5,S000001034384
ch******,어릴때 하늘 100층 잘 읽었었는데 바다100층도 궁금하다며 초딩인데 샀어요. 그림이 예뻐서 따라그리기도 하고 유용합니다.,10.0,S000001034384
o3***,5살 아이가 좋아해요!,7.5,S000001034384
yj***,바다는백쯩짜리인ㅇ가요,10.0,S000001034384
je****,숫자를 좋아해서 샀는데 역시나 좋아합니다.,10.0,S000001034384
an******,재밌어요 아이가 참 좋아해요,10.0,S000001034384
nj*,아이들이 좋아할 만한 요소들이 너무 많아요. 그래서한번 보고 끝나지 않고 계속 보는 효과도 있어요.,10.0,S000001034384
qn*****,책 잘샀어요 아이가 좋아하네요,10.0,S000001034384
ne******,형식도 새롭고 그림체도 예뻐서 아이가 좋아하네요.,10.0,S000001034384
mi*******,요 시리즈 다 좋아하네요,10.0,S000001034384
ja***,아이가조아해서또구매다른걸로삽니다3,10.0,S000001034384
pr*******,내용이 신선하고 재미나요. 그림도 이뻐요.,10.0,S000001034384
az******,아이가 글을 읽기보다는 상상을 해서 읽더라구요 좋은것 같아요,10.0,S000001034384
rl*******,아이가 좋아해요 마음에 들어요,10.0,S000001034384
lo*******,아이가 좋아하는책이예요~,10.0,S000001034384
ss****,아직 4살 아이가 읽기에는 어렵네요 ㅜ 가독성도 떨어지는거같아여.. 상상하면서 읽기는 좋으니 5~살부터 스스로 상상하면서 그림보는 책인거같아요,5.0,S000001034384
yu*******,아이들이 상상하며 읽기에 좋아요. 책 선물용으로도 좋아요,10.0,S000001034384
mr******,도대체 100층짜리집은 어디까지 나올것인가..ㅋ,10.0,S000001034384
